run	collected_at	repo	commit	files	bytes	safetensors	gguf	not_safe	unscanned	bundle
2026-08-13T10:11:41Z-84439	2026-08-13T10:11:43Z	prometheus-eval/prometheus-7b-v2.0-GGUF	1d1dbdec4c0a5b479b11642669d5ae6514137e96	3	4368448995	0	1	0	0	/Users/cheewaichong/Work/Baking/Scans/downloader/temp/hf-audit/prometheus-eval__prometheus-7b-v2.0-gguf/1d1dbdec4c0a5b479b11642669d5ae6514137e96
