path	size	sha256	blob_oid	scan_status	scanners
.gitattributes	1519		a6344aac8c09253b3b630fb776ae94478aa0275b	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
README.md	4551		77c77807a11c1d47e754a6d1a3fb189324bbbd2d	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
config.json	1822		336bffe566b8f4302e1591f49056b5575d00adf5	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
examples/doclaynet_example_1.png	403143		fe22505bffa6065b6b08ecca6f220013a4df0fe1	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
examples/doclaynet_example_2.png	187660		6df608f88abe5939d044752c0206ef66e1b49ee1	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
examples/doclaynet_example_3.png	527247		0a4a5aae7297ed44559aeef6ded40916709a68a3	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
model.safetensors	164653696	e3861d34685d3b36e5f38370597daf98fb2f98a852cfa5c125035057ded06809	4abbb9b741407ed9fb424b2bb1bcb37019d3b4a1	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=safe;jFrogScan=safe
preprocessor_config.json	300		10914b698aebf532e26b4021eea2013620788943	safe	protectAiScan=safe;avScan=safe;pickleImportScan=unscanned;virusTotalScan=unscanned;jFrogScan=unscanned
